category,model,status,n_candidates,n_tried,elapsed_s,note
bush,xsqlhv,too_large,0,0,0.0,too_large(max_dim=1.28m)
bush,yhjhta,too_large,0,0,0.0,too_large(max_dim=3.63m)
bush,ysfopl,too_large,0,0,0.0,too_large(max_dim=0.53m)
bush,zwhhlc,too_large,0,0,0.0,too_large(max_dim=1.27m)
bust,tnnbxo,no_grasp,592,121,150.7,
butter,ovirmc,no_grasp,352,56,57.2,
butter_cookie,kukrla,graspable,416,4,6.6,i=16 z_rise=0.085
butter_package,qixpto,graspable,544,8,18.8,i=10 z_rise=0.066
buttermilk_pancake,ogghhf,graspable,528,4,6.6,i=49 z_rise=0.057
butternut_squash,swehmg,no_candidates,0,0,1.5,
butternut_squash,xfpdui,graspable,304,31,37.4,i=115 z_rise=0.064
cabinet_base,dcmhhh,graspable,560,10,13.3,i=29 z_rise=0.146
cabinet_door,ertkre,graspable,208,45,55.5,i=91 z_rise=0.173
cactus,imitmg,graspable,448,12,16.3,i=27 z_rise=0.060
cake_stand,tpchsr,graspable,672,3,5.9,i=22 z_rise=0.079
calculator,kwmmty,graspable,416,1,4.0,i=2 z_rise=0.052
calendar,ydunsu,graspable,160,1,4.0,i=0 z_rise=0.076
caliper,sngjmj,graspable,576,1,3.4,i=20 z_rise=0.042
camera_tripod,hnpofr,too_large,0,0,0.0,too_large(max_dim=1.28m)
can,damllm,graspable,464,9,15.2,i=33 z_rise=0.093
can,dhqrwr,graspable,400,8,10.7,i=23 z_rise=0.055
can,moeqjz,no_grasp,48,0,1.5,
can_of_baking_mix,blrqqz,no_candidates,0,0,1.7,
can_of_baking_mix,fpbxfp,no_candidates,0,0,1.7,
can_of_baking_mix,ohtiap,no_grasp,16,7,9.0,
can_of_baking_mix,orwvfx,no_grasp,16,6,7.9,
can_of_baking_mix,rxorlp,graspable,16,6,8.0,i=15 z_rise=0.064
can_of_baking_mix,xefopo,no_grasp,32,12,13.8,
can_of_bay_leaves,ppwvjf,graspable,240,4,7.3,i=23 z_rise=0.054
can_of_beans,kclbuu,graspable,256,2,4.1,i=1 z_rise=0.048
can_of_beans,ojqgjz,graspable,144,3,5.2,i=10 z_rise=0.043
can_of_cat_food,omiuox,no_grasp,32,0,1.9,
can_of_coffee,poteji,graspable,656,7,12.4,i=32 z_rise=0.048
can_of_coffee,zubwua,no_grasp,96,7,7.9,
can_of_corn,alphlq,no_grasp,320,7,8.8,
can_of_corn,kwwlfn,graspable,112,3,5.3,i=16 z_rise=0.081
can_of_corn,pddtfk,no_grasp,64,26,29.4,
can_of_dog_food,rgwfxq,graspable,288,5,12.3,i=13 z_rise=0.172
can_of_icetea,ifrjsc,graspable,880,6,9.3,i=13 z_rise=0.067
can_of_oatmeal,qyukhm,graspable,80,2,5.0,i=6 z_rise=0.075
can_of_sardines,dpgmry,no_candidates,0,0,1.8,
can_of_soda,bfrzvk,graspable,816,3,4.8,i=17 z_rise=0.081
can_of_soda,chwjfu,graspable,816,4,7.4,i=20 z_rise=0.051
can_of_soda,evcxlr,graspable,800,1,3.1,i=5 z_rise=0.078
can_of_soda,frewxk,graspable,816,3,5.8,i=20 z_rise=0.077
can_of_soda,iloapr,graspable,912,11,15.7,i=23 z_rise=0.041
can_of_soda,itolcg,graspable,576,6,9.9,i=13 z_rise=0.072
can_of_soda,ixrfxv,graspable,544,4,6.3,i=6 z_rise=0.069
can_of_soda,lugwcz,graspable,784,2,4.2,i=2 z_rise=0.081
can_of_soda,mrrozu,graspable,832,5,7.3,i=30 z_rise=0.041
can_of_soda,opivig,graspable,496,2,4.2,i=9 z_rise=0.067
can_of_soda,ttxyui,graspable,816,18,26.9,i=55 z_rise=0.053
can_of_soda,uzbpnw,graspable,864,29,33.1,i=72 z_rise=0.074
can_of_soda,vszbvb,graspable,848,3,5.1,i=7 z_rise=0.080
can_of_soda,wbrrad,graspable,672,1,3.1,i=3 z_rise=0.077
can_of_soda,xlyult,graspable,736,6,9.4,i=21 z_rise=0.065
can_of_soda,xmjfcg,graspable,800,13,17.1,i=41 z_rise=0.068
can_of_tomato_paste,sqqdzb,graspable,720,3,5.3,i=23 z_rise=0.041
can_of_tomatoes,ckdouu,no_candidates,0,0,1.9,
candied_yam,axmnvy,graspable,528,9,11.8,i=35 z_rise=0.044
candied_yam,ayqjzg,graspable,912,4,7.2,i=11 z_rise=0.048
candied_yam,ivkukc,graspable,400,39,42.8,i=234 z_rise=0.066
candied_yam,mztmgb,no_grasp,528,49,53.1,
candied_yam,zzxnmn,graspable,896,3,6.8,i=8 z_rise=0.041
candle_holder,nygnlp,graspable,800,4,6.9,i=12 z_rise=0.049
candle_holder,svqdrl,no_candidates,0,0,3.0,
candle_holder,szulaa,graspable,544,2,5.0,i=5 z_rise=0.057
candle_holder,tnlkzg,graspable,592,5,8.2,i=14 z_rise=0.046
candle_holder,wiufnv,graspable,464,8,14.6,i=18 z_rise=0.052
candy_cane,qfomjj,no_grasp,544,101,107.8,
candy_dispenser_shelf,hrehue,too_large,0,0,0.0,too_large(max_dim=2.17m)
canister,gqwnfv,graspable,608,2,5.9,i=3 z_rise=0.092
canister,xcppkc,no_candidates,0,0,2.1,
canned_food,acgdtc,graspable,48,4,7.1,i=6 z_rise=0.079
canned_food,byakrm,graspable,368,4,6.2,i=6 z_rise=0.044
canned_food,cbmndg,graspable,112,1,3.3,i=1 z_rise=0.046
canned_food,foetdd,graspable,368,1,3.5,i=1 z_rise=0.077
canned_food,pkopdw,graspable,720,11,15.4,i=42 z_rise=0.041
canned_food,qhgdys,graspable,800,2,4.2,i=10 z_rise=0.079
canned_food,ycbspm,graspable,448,7,11.5,i=26 z_rise=0.180
canned_food,ycodks,no_candidates,0,0,1.5,
canned_food,zfmfje,graspable,848,2,4.9,i=6 z_rise=0.074
cantaloup,jakyah,no_grasp,16,6,8.0,
cantaloup,pqcnoc,no_candidates,0,0,1.5,
canteen,ouhqnw,graspable,640,8,15.0,i=16 z_rise=0.050
canteen,ttxunv,graspable,144,2,7.1,i=4 z_rise=0.104
canvas,adxquq,too_large,0,0,0.0,too_large(max_dim=1.15m)
cap,actmgl,no_candidates,0,0,1.7,
cap,amryfj,no_grasp,464,115,121.1,
cap,arskxc,graspable,496,2,4.3,i=4 z_rise=0.085
cap,ceizxn,graspable,304,95,109.3,i=214 z_rise=0.084
cap,ciopwh,graspable,224,57,68.2,i=215 z_rise=0.088
cap,clhquh,graspable,304,8,11.7,i=35 z_rise=0.076
cap,dduopd,graspable,32,5,8.8,i=8 z_rise=0.042
cap,dmzavi,no_grasp,352,154,170.3,
cap,dwpcld,graspable,304,41,49.5,i=175 z_rise=0.086
cap,eukcfr,no_grasp,480,105,110.6,
cap,fomiem,no_grasp,288,122,138.0,
cap,ghwjwe,graspable,512,100,109.2,i=263 z_rise=0.087
cap,gmdwwe,no_grasp,560,116,122.0,
cap,gxkbcd,no_candidates,0,0,1.8,
cap,hbafeb,no_candidates,0,0,1.9,
cap,hkvuxj,graspable,208,1,3.5,i=0 z_rise=0.084
cap,iizvmn,no_grasp,368,112,117.4,
cap,iqeyba,no_grasp,576,39,42.7,
cap,jybxvq,no_grasp,256,69,81.0,
cap,kaolpg,graspable,704,1,3.3,i=25 z_rise=0.083
cap,mgirzi,no_grasp,112,46,53.3,
cap,ngionj,graspable,32,1,3.5,i=13 z_rise=0.082
cap,nkjxbc,graspable,528,10,13.0,i=35 z_rise=0.085
cap,owcsun,no_grasp,272,118,135.7,
cap,oyofsv,graspable,48,3,6.3,i=4 z_rise=0.154
cap,pwsngg,no_grasp,80,0,2.4,
cap,qcfsnv,graspable,304,59,70.6,i=238 z_rise=0.084
cap,qscujv,no_grasp,128,0,1.7,
cap,qwrndi,graspable,304,22,27.9,i=39 z_rise=0.082
cap,rgtedj,no_grasp,240,98,132.3,
cap,rhoycw,graspable,464,20,23.0,i=61 z_rise=0.086
cap,sjsles,no_grasp,48,20,28.9,
cap,tkwpyr,no_grasp,480,115,121.1,
cap,tpknvf,graspable,608,19,23.3,i=61 z_rise=0.066
cap,uxpeaz,no_grasp,32,9,11.5,
